resultId,raceId,driverId,constructorId,number_x,grid,position_x,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,qualifyId,number_y,position_y,q1,q2,q3
21863,886,821,15,12.0,15,20.0,20,20,0.0,63,,,52.0,20.0,01:19.5,197.533,3,5588,12,15,1:24.408,1:30.315,
21864,886,807,15,11.0,9,,R,21,0.0,45,,,40.0,18.0,01:19.1,198.588,4,5584,11,11,1:23.899,1:29.435,
21865,886,823,207,21.0,21,,R,22,0.0,43,,,42.0,22.0,01:21.8,191.9,4,5595,21,22,1:27.110,,
21866,887,3,131,9.0,2,1.0,1,1,25.0,52,32:59.5,5579456.0,50.0,2.0,01:33.5,226.744,1,5597,9,2,1:31.355,1:31.028,1:30.059
21867,887,17,9,2.0,4,2.0,2,2,18.0,52,0.765,5580221.0,52.0,1.0,01:33.4,227.059,1,5599,2,4,1:31.605,1:31.002,1:30.220
21868,887,4,6,3.0,9,3.0,3,3,15.0,52,7.124,5586580.0,50.0,3.0,01:34.1,225.396,1,5605,3,10,1:32.266,1:31.387,1:30.979
21869,887,1,131,10.0,1,4.0,4,4,12.0,52,7.756,5587212.0,51.0,4.0,01:34.2,225.231,1,5596,10,1,1:30.995,1:31.224,1:29.607
21870,887,8,208,7.0,8,5.0,5,5,10.0,52,11.257,5590713.0,49.0,8.0,01:35.4,222.339,1,5604,7,9,1:31.400,1:31.592,1:30.962
21871,887,13,6,4.0,11,6.0,6,6,8.0,52,14.573,5594029.0,51.0,6.0,01:35.3,222.598,1,5607,4,12,1:32.241,1:31.779,
21872,887,16,10,15.0,6,7.0,7,7,6.0,52,16.335,5595791.0,35.0,12.0,01:36.0,221.002,1,5602,15,7,1:32.002,1:31.097,1:30.908
21873,887,817,5,19.0,5,8.0,8,8,4.0,52,16.543,5595999.0,37.0,11.0,01:35.9,221.08,1,5601,19,6,1:32.097,1:31.182,1:30.757
21874,887,814,10,14.0,21,9.0,9,9,2.0,52,17.943,5597399.0,52.0,7.0,01:35.3,222.465,1,5600,14,5,1:32.062,1:31.291,1:30.736
21875,887,807,15,11.0,14,10.0,10,10,1.0,52,19.709,5599165.0,48.0,13.0,01:36.0,220.882,1,5610,11,15,1:32.168,1:32.211,
21876,887,813,3,16.0,15,11.0,11,11,0.0,52,21.135,5600591.0,52.0,10.0,01:35.9,221.126,1,5611,16,16,1:32.512,1:32.359,
21877,887,822,3,17.0,16,12.0,12,12,0.0,52,25.094,5604550.0,52.0,15.0,01:36.3,220.196,1,5612,17,17,1:32.664,,
21878,887,18,1,5.0,10,13.0,13,13,0.0,52,25.969,5605425.0,39.0,16.0,01:36.4,220.096,1,5606,5,11,1:31.979,1:31.649,
21879,887,821,15,12.0,17,14.0,14,14,0.0,52,26.285,5605741.0,32.0,17.0,01:36.4,219.906,1,5613,12,18,1:32.666,,
21880,887,819,207,20.0,18,15.0,15,15,0.0,52,31.613,5611069.0,52.0,18.0,01:37.1,218.43,1,5614,20,19,1:33.866,,
21881,887,824,206,22.0,19,16.0,16,16,0.0,52,36.097,5615553.0,51.0,19.0,01:38.0,216.452,1,5615,22,20,1:34.108,,
21882,887,820,206,23.0,20,17.0,17,17,0.0,52,+1:07.660,5647116.0,50.0,22.0,01:39.2,213.881,1,5617,23,22,1:35.858,,
21883,887,823,207,21.0,22,18.0,18,18,0.0,52,+1:07.759,5647215.0,50.0,21.0,01:38.7,214.821,1,5616,21,21,1:35.481,,
21884,887,154,208,8.0,7,19.0,19,19,0.0,51,,,48.0,9.0,01:35.6,221.804,31,5603,8,8,1:31.466,1:31.530,1:30.955
21885,887,815,1,6.0,13,20.0,20,20,0.0,46,,,37.0,14.0,01:36.1,220.611,36,5609,6,14,1:31.953,1:32.082,
21886,887,20,9,1.0,3,,R,21,0.0,41,,,37.0,5.0,01:35.0,223.195,6,5598,1,3,1:31.559,1:30.990,1:30.211
21887,887,818,5,18.0,12,,R,22,0.0,35,,,30.0,20.0,01:38.4,215.59,27,5608,18,13,1:32.105,1:31.785,
21888,888,20,9,1.0,2,1.0,1,1,25.0,60,41:14.7,6074711.0,59.0,5.0,01:34.2,196.814,1,5619,1,2,1:31.269,1:29.992,1:29.501
21889,888,8,208,7.0,4,2.0,2,2,18.0,60,1.008,6075719.0,57.0,2.0,01:33.8,197.647,1,5621,7,4,1:30.676,1:29.852,1:29.892
21890,888,154,208,8.0,5,3.0,3,3,15.0,60,5.83,6080541.0,57.0,10.0,01:34.6,195.956,1,5622,8,5,1:31.242,1:30.005,1:29.959
21891,888,4,6,3.0,8,4.0,4,4,12.0,60,7.721,6082432.0,51.0,1.0,01:33.5,198.279,1,5625,3,8,1:30.709,1:29.962,1:31.209
21892,888,1,131,10.0,1,5.0,5,5,10.0,60,26.927,6101638.0,57.0,4.0,01:34.2,196.83,1,5618,10,1,1:31.131,1:30.152,1:29.398
21893,888,18,1,5.0,9,6.0,6,6,8.0,60,27.996,6102707.0,49.0,7.0,01:34.2,196.736,1,5626,5,9,1:31.181,1:30.269,
21894,888,17,9,2.0,3,7.0,7,7,6.0,60,37.562,6112273.0,55.0,11.0,01:34.8,195.53,1,5620,2,3,1:31.428,1:30.217,1:29.608
21895,888,815,1,6.0,13,8.0,8,8,4.0,60,38.306,6113017.0,50.0,15.0,01:36.1,192.78,1,5630,6,13,1:31.498,1:30.933,
21896,888,3,131,9.0,11,9.0,9,9,2.0,60,46.821,6121532.0,55.0,6.0,01:34.2,196.778,1,5628,9,11,1:31.322,1:30.326,
21897,888,807,15,11.0,10,10.0,10,10,1.0,60,49.892,6124603.0,58.0,8.0,01:34.2,196.647,1,5627,11,10,1:31.132,1:30.231,
21898,888,814,10,14.0,12,11.0,11,11,0.0,60,53.771,6128482.0,43.0,16.0,01:36.6,191.918,1,5629,14,12,1:31.322,1:30.697,
21899,888,817,5,19.0,6,12.0,12,12,0.0,60,56.975,6131686.0,58.0,14.0,01:36.0,193.086,1,5623,19,6,1:31.081,1:30.223,1:30.528
21900,888,16,10,15.0,15,13.0,13,13,0.0,60,57.738,6132449.0,60.0,13.0,01:35.8,193.42,1,5632,15,15,1:31.320,1:31.010,
21901,888,821,15,12.0,14,14.0,14,14,0.0,60,+1:00.160,6134871.0,56.0,12.0,01:35.8,193.469,1,5631,12,14,1:31.681,1:31.010,
21902,888,813,3,16.0,18,15.0,15,15,0.0,60,+1:01.929,6136640.0,56.0,9.0,01:34.3,196.544,1,5635,16,18,1:31.707,,
21903,888,822,3,17.0,17,16.0,16,16,0.0,59,,,56.0,3.0,01:34.0,197.216,11,5634,17,17,1:31.693,,
21904,888,819,207,20.0,22,17.0,17,17,0.0,59,,,51.0,17.0,01:37.6,189.916,11,5636,20,19,1:32.937,,
21905,888,823,207,21.0,20,18.0,18,18,0.0,59,,,40.0,19.0,01:38.5,188.133,11,5638,21,21,1:33.734,,
21906,888,820,206,23.0,21,19.0,19,19,0.0,59,,,47.0,18.0,01:38.4,188.374,11,5639,23,22,1:34.098,,
21907,888,818,5,18.0,16,,R,20,0.0,22,,,12.0,21.0,01:39.3,186.67,9,5633,18,16,1:31.629,1:31.104,
21908,888,824,206,22.0,19,,R,21,0.0,21,,,20.0,22.0,01:39.8,185.617,5,5637,22,20,1:33.063,,
21909,888,13,6,4.0,7,,R,22,0.0,3,,,3.0,20.0,01:38.9,187.408,20,5624,4,7,1:30.547,1:29.825,1:31.126
21910,890,1,131,10.0,1,1.0,1,1,25.0,70,42:29.4,6149445.0,69.0,3.0,01:24.6,186.322,1,5640,10,1,1:20.363,1:19.862,1:19.388
21911,890,8,208,7.0,6,2.0,2,2,18.0,70,10.938,6160383.0,61.0,6.0,01:25.3,184.982,1,5645,7,6,1:20.867,1:20.243,1:19.851
21912,890,20,9,1.0,2,3.0,3,3,15.0,70,12.459,6161904.0,57.0,2.0,01:24.6,186.529,1,5641,1,2,1:20.646,1:19.992,1:19.426
21913,890,17,9,2.0,10,4.0,4,4,12.0,70,18.044,6167489.0,61.0,1.0,01:24.1,187.603,1,5649,2,10,1:21.264,1:20.503,
21914,890,4,6,3.0,5,5.0,5,5,10.0,70,31.411,6180856.0,56.0,8.0,01:25.4,184.692,1,5644,3,5,1:20.652,1:20.183,1:19.791
21915,890,154,208,8.0,3,6.0,6,6,8.0,70,52.295,6201740.0,54.0,7.0,01:25.3,184.834,1,5642,8,3,1:20.447,1:20.101,1:19.595
21916,890,18,1,5.0,13,7.0,7,7,6.0,70,53.819,6203264.0,56.0,11.0,01:26.2,182.975,1,5652,5,13,1:21.131,1:20.777,
21917,890,13,6,4.0,7,8.0,8,8,4.0,70,56.447,6205892.0,59.0,5.0,01:25.2,185.164,1,5646,4,7,1:21.004,1:20.460,1:19.929
21918,890,815,1,6.0,9,9.0,9,9,2.0,69,,,59.0,10.0,01:26.1,183.086,11,5648,6,9,1:21.612,1:20.545,1:22.398
21919,890,813,3,16.0,15,10.0,10,10,1.0,69,,,69.0,9.0,01:25.6,184.254,11,5654,16,15,1:20.816,1:21.133,
21920,890,807,15,11.0,12,11.0,11,11,0.0,69,,,58.0,14.0,01:26.7,181.826,11,5651,11,12,1:21.028,1:20.580,
21921,890,818,5,18.0,14,12.0,12,12,0.0,69,,,53.0,12.0,01:26.5,182.349,11,5653,18,14,1:21.345,1:21.029,
21922,890,817,5,19.0,8,13.0,13,13,0.0,69,,,58.0,15.0,01:26.9,181.568,11,5647,19,8,1:21.181,1:20.527,1:20.641
21923,890,823,207,21.0,20,14.0,14,14,0.0,68,,,47.0,17.0,01:27.5,180.302,12,5659,21,20,1:23.333,,
21924,890,819,207,20.0,19,15.0,15,15,0.0,68,,,54.0,18.0,01:27.7,179.784,12,5658,20,19,1:23.007,,
21925,890,824,206,22.0,21,16.0,16,16,0.0,67,,,57.0,20.0,01:28.3,178.715,13,5660,22,21,1:23.787,,
21926,890,820,206,23.0,22,17.0,17,17,0.0,67,,,65.0,19.0,01:28.2,178.897,13,5661,23,22,1:23.997,,
21927,890,814,10,14.0,18,18.0,18,18,0.0,66,,,55.0,13.0,01:26.6,182.103,9,5657,14,18,1:22.043,,
21928,890,3,131,9.0,4,19.0,19,19,0.0,64,,,62.0,4.0,01:25.1,185.354,5,5643,9,4,1:20.350,1:19.778,1:19.720
21929,890,822,3,17.0,16,,R,20,0.0,42,,,41.0,16.0,01:27.1,181.018,9,5655,17,16,1:21.135,1:21.219,
21930,890,821,15,12.0,17,,R,21,0.0,28,,,16.0,22.0,01:29.1,176.94,7,5656,12,17,1:21.724,,
21931,890,16,10,15.0,11,,R,22,0.0,19,,,12.0,21.0,01:28.5,178.113,9,5650,15,11,1:21.471,1:20.569,
21932,891,20,9,1.0,2,1.0,1,1,25.0,44,23:42.2,5022196.0,40.0,1.0,01:50.8,227.657,1,5663,1,2,2:01.863,1:48.646,2:01.200
21933,891,4,6,3.0,9,2.0,2,2,18.0,44,16.869,5039065.0,36.0,4.0,01:51.4,226.375,1,5670,3,9,2:00.190,1:48.309,2:03.482
21934,891,1,131,10.0,1,3.0,3,3,15.0,44,27.734,5049930.0,39.0,7.0,01:51.6,225.943,1,5662,10,1,2:00.368,1:49.067,2:01.012
21935,891,3,131,9.0,4,4.0,4,4,12.0,44,29.872,5052068.0,39.0,6.0,01:51.6,225.971,1,5665,9,4,2:01.099,1:48:552,2:02.251
21936,891,17,9,2.0,3,5.0,5,5,10.0,44,33.845,5056041.0,31.0,5.0,01:51.4,226.347,1,5664,2,3,2:01.597,1:48.641,2:01.325
21937,891,18,1,5.0,6,6.0,6,6,8.0,44,40.794,5062990.0,36.0,2.0,01:50.8,227.519,1,5667,5,6,2:01.301,1:48.641,2:03.075
21938,891,13,6,4.0,10,7.0,7,7,6.0,44,53.922,5076118.0,40.0,9.0,01:52.2,224.763,1,5671,4,10,2:01.462,1:49.020,2:04.059
21939,891,154,208,8.0,7,8.0,8,8,4.0,44,55.846,5078042.0,34.0,11.0,01:52.5,224.133,1,5668,8,7,2:02.476,1:48.649,2:03.081
21940,891,16,10,15.0,12,9.0,9,9,2.0,44,+1:09.547,5091743.0,35.0,10.0,01:52.2,224.675,1,5673,15,12,2:02.749,1:49.103,
21941,891,817,5,19.0,19,10.0,10,10,1.0,44,+1:13.470,5095666.0,38.0,3.0,01:51.0,227.224,1,5680,19,19,2:03.317,,
21942,891,815,1,6.0,13,11.0,11,11,0.0,44,+1:21.936,5104132.0,34.0,16.0,01:53.5,222.208,1,5674,6,13,2:02.425,1:49.304,
21943,891,818,5,18.0,18,12.0,12,12,0.0,44,+1:26.740,5108936.0,29.0,14.0,01:53.1,223.008,1,5679,18,18,2:03.300,,
21944,891,807,15,11.0,11,13.0,13,13,0.0,44,+1:28.258,5110454.0,41.0,15.0,01:53.1,222.919,1,5672,11,11,2:01.712,1:49.088,
21945,891,821,15,12.0,21,14.0,14,14,0.0,44,+1:40.436,5122632.0,30.0,8.0,01:51.8,225.432,1,5682,12,21,2:04.324,,
21946,891,822,3,17.0,20,15.0,15,15,0.0,44,+1:47.456,5129652.0,31.0,13.0,01:52.7,223.754,1,5681,17,20,2:03.432,,
21947,891,823,207,21.0,14,16.0,16,16,0.0,43,,,43.0,18.0,01:54.0,221.188,11,5675,21,14,2:00.564,1:52.036,
21948,891,813,3,16.0,17,17.0,17,17,0.0,43,,,35.0,12.0,01:52.6,223.97,11,5678,16,17,2:03.072,,
21949,891,824,206,22.0,15,18.0,18,18,0.0,43,,,37.0,20.0,01:54.9,219.457,11,5676,22,15,2:02.110,1:52.563,
21950,891,820,206,23.0,16,19.0,19,19,0.0,42,,,31.0,21.0,01:54.9,219.4,12,5677,23,16,2:02.948,1:52.762,
21951,891,814,10,14.0,5,,R,20,0.0,26,,,21.0,19.0,01:54.8,219.719,4,5666,14,5,2:02.338,1:48.925,2:02.332
21952,891,8,208,7.0,8,,R,21,0.0,25,,,20.0,17.0,01:53.7,221.785,23,5669,7,8,2:01.151,1:48.296,2:03.390
21953,891,819,207,20.0,22,,R,22,0.0,8,,,7.0,22.0,01:57.3,214.901,44,5683,20,22,2:07.384,,
21954,892,20,9,1.0,1,1.0,1,1,25.0,53,18:33.4,4713352.0,52.0,12.0,01:27.2,239.187,1,5684,1,1,1:24.319,1:23.977,1:23.755
21955,892,4,6,3.0,5,2.0,2,2,18.0,53,5.467,4718819.0,52.0,5.0,01:26.8,240.27,1,5688,3,5,1:24.661,1:24.227,1:24.142
21956,892,17,9,2.0,2,3.0,3,3,15.0,53,6.35,4719702.0,53.0,3.0,01:26.7,240.567,1,5685,2,2,1:24.923,1:24.263,1:23.968
21957,892,13,6,4.0,4,4.0,4,4,12.0,53,9.361,4722713.0,48.0,10.0,01:27.1,239.448,1,5687,4,4,1:24.950,1:24.479,1:24.132
21958,892,807,15,11.0,3,5.0,5,5,10.0,53,10.355,4723707.0,48.0,4.0,01:26.7,240.495,1,5686,11,3,1:24.776,1:24.305,1:24.065
21959,892,3,131,9.0,6,6.0,6,6,8.0,53,10.999,4724351.0,50.0,2.0,01:26.5,241.095,1,5689,9,6,1:24.527,1:24.393,1:24.192
21960,892,817,5,19.0,7,7.0,7,7,6.0,53,32.329,4745681.0,52.0,13.0,01:27.3,238.903,1,5690,19,7,1:24.655,1:24.290,1:24.209
21961,892,154,208,8.0,13,8.0,8,8,4.0,53,33.13,4746482.0,52.0,8.0,01:27.0,239.591,1,5696,8,13,1:24.737,1:24.848,
21962,892,1,131,10.0,12,9.0,9,9,2.0,53,33.527,4746879.0,51.0,1.0,01:25.8,242.924,1,5695,10,12,1:24.589,1:24.803,
21963,892,18,1,5.0,9,10.0,10,10,1.0,53,38.327,4751679.0,46.0,16.0,01:27.8,237.445,1,5692,5,9,1:24.739,1:24.563,1:24.515
21964,892,8,208,7.0,11,11.0,11,11,0.0,53,38.695,4752047.0,45.0,6.0,01:26.9,239.853,1,5694,7,11,1:24.819,1:24.610,
21965,892,815,1,6.0,8,12.0,12,12,0.0,53,39.765,4753117.0,44.0,15.0,01:27.6,238.049,1,5691,6,8,1:24.635,1:24.592,1:24.502
21966,892,821,15,12.0,16,13.0,13,13,0.0,53,40.88,4754232.0,53.0,9.0,01:27.1,239.457,1,5700,12,17,1:25.226,,
21967,892,813,3,16.0,14,14.0,14,14,0.0,53,49.085,4762437.0,51.0,7.0,01:27.0,239.762,1,5698,16,15,1:24.905,1:25.011,
21968,892,822,3,17.0,18,15.0,15,15,0.0,53,56.827,4770179.0,53.0,11.0,01:27.2,239.253,1,5701,17,18,1:25.291,,
21969,892,16,10,15.0,17,16.0,16,16,0.0,52,,,38.0,14.0,01:27.4,238.564,11,5697,15,14,1:25.030,1:24.932,
21970,892,819,207,20.0,20,17.0,17,17,0.0,52,,,52.0,17.0,01:28.6,235.328,11,5703,20,20,1:26.563,,
21971,892,823,207,21.0,19,18.0,18,18,0.0,52,,,52.0,18.0,01:28.7,235.214,11,5702,21,19,1:26.406,,
21972,892,824,206,22.0,21,19.0,19,19,0.0,52,,,47.0,20.0,01:29.6,232.767,11,5704,22,21,1:27.085,,
21973,892,820,206,23.0,22,20.0,20,20,0.0,52,,,48.0,19.0,01:29.5,233.037,11,5705,23,22,1:27.480,,
21974,892,818,5,18.0,10,,R,21,0.0,14,,,14.0,21.0,01:29.7,232.469,7,5693,18,10,1:24.630,1:24.575,1:28.050
21975,892,814,10,14.0,15,,R,22,0.0,0,,,,0.0,,,3,5699,14,16,1:25.009,1:25.077,
21976,893,20,9,1.0,1,1.0,1,1,25.0,61,59:13.1,7153132.0,46.0,1.0,01:48.6,167.94,1,5706,1,1,1:45.376,1:42.905,1:42.841
21977,893,4,6,3.0,7,2.0,2,2,18.0,61,32.627,7185759.0,44.0,11.0,01:51.1,164.149,1,5712,3,7,1:45.115,1:44.153,1:43.938
21978,893,8,208,7.0,13,3.0,3,3,15.0,61,43.92,7197052.0,55.0,13.0,01:51.1,164.063,1,5718,7,13,1:45.522,1:45.658,
21979,893,3,131,9.0,2,4.0,4,4,12.0,61,51.155,7204287.0,51.0,6.0,01:50.4,165.233,1,5707,9,2,1:45.208,1:43.892,1:42.932
21980,893,1,131,10.0,5,5.0,5,5,10.0,61,53.159,7206291.0,59.0,4.0,01:49.9,165.89,1,5710,10,5,1:44.196,1:43.920,1:43.254
21981,893,13,6,4.0,6,6.0,6,6,8.0,61,+1:03.877,7217009.0,45.0,7.0,01:50.5,165,1,5711,4,6,1:45.658,1:44.376,1:43.890
21982,893,18,1,5.0,8,7.0,7,7,6.0,61,+1:23.354,7236486.0,46.0,15.0,01:51.7,163.182,1,5713,5,8,1:45.009,1:44.497,1:44.282
21983,893,815,1,6.0,14,8.0,8,8,4.0,61,+1:23.820,7236952.0,46.0,16.0,01:51.9,162.911,1,5719,6,14,1:45.164,1:44.752,
21984,893,807,15,11.0,11,9.0,9,9,2.0,61,+1:24.261,7237393.0,47.0,18.0,01:52.2,162.533,1,5716,11,11,1:45.381,1:44.555,
21985,893,16,10,15.0,15,10.0,10,10,1.0,61,+1:24.668,7237800.0,43.0,2.0,01:49.7,166.283,1,5720,15,15,1:45.960,1:45.185,
21986,893,813,3,16.0,18,11.0,11,11,0.0,61,+1:28.479,7241611.0,46.0,8.0,01:50.7,164.703,1,5723,16,18,1:46.619,,
21987,893,821,15,12.0,10,12.0,12,12,0.0,61,+1:37.894,7251026.0,37.0,17.0,01:52.0,162.793,1,5715,12,10,1:45.483,1:44.245,
21988,893,822,3,17.0,16,13.0,13,13,0.0,61,+1:45.161,7258293.0,53.0,14.0,01:51.7,163.232,1,5721,17,16,1:45.982,1:45.388,
21989,893,818,5,18.0,12,14.0,14,14,0.0,61,+1:53.512,7266644.0,45.0,5.0,01:50.3,165.27,1,5717,18,12,1:45.657,1:44.588,
21990,893,17,9,2.0,4,15.0,15,15,0.0,60,,,51.0,3.0,01:49.8,166.091,34,5709,2,4,1:45.271,1:43.272,1:43.152
21991,893,823,207,21.0,20,16.0,16,16,0.0,60,,,44.0,19.0,01:52.5,162.12,11,5725,21,20,1:48.320,,
21992,893,820,206,23.0,22,17.0,17,17,0.0,60,,,50.0,21.0,01:53.0,161.304,11,5727,23,22,1:48.930,,
21993,893,824,206,22.0,21,18.0,18,18,0.0,60,,,45.0,20.0,01:52.9,161.508,11,5726,22,21,1:48.830,,
21994,893,819,207,20.0,19,19.0,19,19,0.0,60,,,58.0,10.0,01:51.0,164.285,11,5724,20,19,1:48.111,,
21995,893,814,10,14.0,17,20.0,20,20,0.0,54,,,45.0,9.0,01:50.7,164.657,3,5722,14,17,1:46.121,,
21996,893,154,208,8.0,3,,R,21,0.0,37,,,35.0,12.0,01:51.1,164.126,63,5708,8,3,1:45.851,1:43.957,1:43.058
21997,893,817,5,19.0,9,,R,22,0.0,23,,,23.0,22.0,01:53.1,161.288,3,5714,19,9,1:45.379,1:44.407,1:44.439
21998,894,20,9,1.0,1,1.0,1,1,25.0,55,43:13.7,6193701.0,53.0,1.0,01:41.4,199.388,1,5728,1,1,1:38.683,1:37.569,1:37.202
21999,894,8,208,7.0,9,2.0,2,2,18.0,55,4.224,6197925.0,51.0,3.0,01:42.0,198.225,1,5737,7,10,1:38.341,1:38.181,1:38.822
22000,894,154,208,8.0,3,3.0,3,3,15.0,55,4.927,6198628.0,46.0,2.0,01:41.9,198.3,1,5731,8,4,1:39.065,1:38.076,1:37.531
22001,894,807,15,11.0,7,4.0,4,4,12.0,55,24.114,6217815.0,53.0,6.0,01:42.6,197.002,1,5735,11,8,1:38.427,1:37.913,1:38.237
22002,894,1,131,10.0,2,5.0,5,5,10.0,55,25.255,6218956.0,53.0,5.0,01:42.5,197.134,1,5729,10,2,1:38.574,1:37.824,1:37.420
22003,894,4,6,3.0,5,6.0,6,6,8.0,55,26.189,6219890.0,54.0,7.0,01:42.7,196.808,1,5733,3,6,1:38.520,1:37.978,1:38.038
22004,894,3,131,9.0,4,7.0,7,7,6.0,55,26.698,6220399.0,54.0,4.0,01:42.5,197.265,1,5732,9,5,1:38.418,1:38.031,1:37.679
22005,894,18,1,5.0,11,8.0,8,8,4.0,55,32.262,6225963.0,45.0,12.0,01:43.1,196.113,1,5739,5,12,1:38.882,1:38.365,
22006,894,13,6,4.0,6,9.0,9,9,2.0,55,34.39,6228091.0,47.0,10.0,01:43.0,196.34,1,5734,4,7,1:38.884,1:38.295,1:38.223
22007,894,815,1,6.0,10,10.0,10,10,1.0,55,35.155,6228856.0,47.0,11.0,01:43.0,196.303,1,5738,6,11,1:39.049,1:38.362,
22008,894,821,15,12.0,8,11.0,11,11,0.0,55,35.99,6229691.0,55.0,8.0,01:42.7,196.741,1,5736,12,9,1:38.725,1:38.327,1:38.405
22009,894,822,3,17.0,17,12.0,12,12,0.0,55,47.049,6240750.0,44.0,14.0,01:43.9,194.61,1,5744,17,17,1:39.470,,
22010,894,813,3,16.0,18,13.0,13,13,0.0,55,50.013,6243714.0,43.0,17.0,01:44.1,194.111,1,5745,16,18,1:39.987,,
22011,894,819,207,20.0,19,14.0,14,14,0.0,55,+1:03.578,6257279.0,54.0,19.0,01:44.5,193.477,1,5746,20,19,1:40.864,,
22012,894,823,207,21.0,20,15.0,15,15,0.0,55,+1:04.501,6258202.0,55.0,18.0,01:44.4,193.667,1,5747,21,20,1:40.871,,
22013,894,824,206,22.0,22,16.0,16,16,0.0,55,+1:07.970,6261671.0,54.0,20.0,01:45.0,192.53,1,5748,22,21,1:41.169,,
22014,894,820,206,23.0,21,17.0,17,17,0.0,55,+1:12.898,6266599.0,48.0,21.0,01:45.4,191.769,1,5749,23,22,1:41.322,,
22015,894,818,5,18.0,16,18.0,18,18,0.0,53,,,52.0,15.0,01:44.1,194.197,12,5743,18,16,1:39.075,1:38.781,
22016,894,817,5,19.0,12,19.0,19,19,0.0,52,,,52.0,9.0,01:42.9,196.353,13,5740,19,13,1:38.525,1:38.417,
22017,894,16,10,15.0,14,20.0,20,20,0.0,50,,,43.0,16.0,01:44.1,194.188,4,5741,15,14,1:38.988,1:38.431,
22018,894,17,9,2.0,13,,R,21,0.0,36,,,27.0,13.0,01:43.9,194.621,4,5730,2,3,1:39.138,1:37.840,1:37.464
22019,894,814,10,14.0,15,,R,22,0.0,24,,,10.0,22.0,01:46.4,189.961,20,5742,14,15,1:39.185,1:38.718,
22020,895,20,9,1.0,2,1.0,1,1,25.0,53,26:49.3,5209301.0,39.0,4.0,01:35.3,219.322,1,5751,1,2,1:32.397,1:31.290,1:31.089
22021,895,17,9,2.0,1,2.0,2,2,18.0,53,7.129,5216430.0,44.0,1.0,01:34.6,221.015,1,5750,2,1,1:32.271,1:31.513,1:30.915
22022,895,154,208,8.0,4,3.0,3,3,15.0,53,9.91,5219211.0,48.0,10.0,01:36.0,217.782,1,5753,8,4,1:31.824,1:31.565,1:31.365
22023,895,4,6,3.0,8,4.0,4,4,12.0,53,45.605,5254906.0,39.0,8.0,01:35.9,218.041,1,5757,3,8,1:32.371,1:31.828,1:31.665
22024,895,8,208,7.0,9,5.0,5,5,10.0,53,47.325,5256626.0,35.0,5.0,01:35.5,218.865,1,5758,7,9,1:32.377,1:31.662,1:31.684
22025,895,807,15,11.0,7,6.0,6,6,8.0,53,51.615,5260916.0,33.0,11.0,01:36.5,216.674,1,5756,11,7,1:32.465,1:31.848,1:31.644
22026,895,821,15,12.0,14,7.0,7,7,6.0,53,+1:11.630,5280931.0,50.0,12.0,01:36.5,216.636,1,5763,12,14,1:32.673,1:32.063,
22027,895,3,131,9.0,6,8.0,8,8,4.0,53,+1:12.023,5281324.0,46.0,2.0,01:34.7,220.868,1,5755,9,6,1:32.244,1:31.764,1:31.397
22028,895,18,1,5.0,10,9.0,9,9,2.0,53,+1:20.821,5290122.0,53.0,6.0,01:35.5,218.79,1,5759,5,10,1:32.606,1:31.838,1:31.827
22029,895,13,6,4.0,5,10.0,10,10,1.0,53,+1:29.263,5298564.0,30.0,13.0,01:37.0,215.515,1,5754,4,5,1:31.994,1:31.668,1:31.378
22030,895,814,10,14.0,12,11.0,11,11,0.0,53,+1:38.572,5307873.0,41.0,15.0,01:37.4,214.617,1,5761,14,12,1:32.286,1:31.992,
22031,895,818,5,18.0,17,12.0,12,12,0.0,52,,,52.0,9.0,01:35.9,218,11,5767,18,18,1:33.357,,
22032,895,817,5,19.0,16,13.0,13,13,0.0,52,,,52.0,3.0,01:35.0,220.008,11,5765,19,16,1:32.804,1:32.485,
22033,895,16,10,15.0,22,14.0,14,14,0.0,52,,,29.0,14.0,01:37.4,214.705,11,5766,15,17,1:32.890,,
22034,895,815,1,6.0,11,15.0,15,15,0.0,52,,,46.0,7.0,01:35.8,218.114,11,5760,6,11,1:32.718,1:31.989,
22035,895,813,3,16.0,15,16.0,16,16,0.0,52,,,30.0,16.0,01:37.4,214.581,11,5764,16,15,1:32.875,1:32.093,
22036,895,822,3,17.0,13,17.0,17,17,0.0,52,,,43.0,18.0,01:37.9,213.632,11,5762,17,13,1:32.613,1:32.013,
22037,895,819,207,20.0,20,18.0,18,18,0.0,52,,,51.0,17.0,01:37.5,214.436,11,5769,20,20,1:34.556,,
22038,895,820,206,23.0,18,19.0,19,19,0.0,52,,,45.0,19.0,01:38.7,211.777,11,5768,23,19,1:34.320,,
22039,895,1,131,10.0,3,,R,20,0.0,7,,,3.0,20.0,01:41.2,206.569,29,5752,10,3,1:32.340,1:31.636,1:31.253
22040,895,823,207,21.0,19,,R,21,0.0,0,,,,0.0,,,3,5770,21,21,1:34.879,,
22041,895,824,206,22.0,21,,R,22,0.0,0,,,,0.0,,,3,5771,22,22,1:34.958,,
22042,896,20,9,1.0,1,1.0,1,1,25.0,60,31:12.2,5472187.0,54.0,2.0,01:28.1,209.383,1,5772,1,1,1:25.943,1:24.568,1:24.119
